Ep,Step,Reward,Total_reward,Action,Epsilon,Done,Termination_Code
1.0,1.0,0.1,0.1,0.0,1.0,0.0
1.0,2.0,-0.1,0.0,3.0,1.0,0.0
1.0,3.0,0.1,0.1,2.0,1.0,0.0
1.0,4.0,-0.1,0.0,1.0,1.0,0.0
1.0,5.0,-0.1,-0.1,1.0,1.0,0.0
1.0,6.0,-0.1,-0.2,1.0,1.0,0.0
1.0,7.0,-0.30000000000000004,-0.5,1.0,1.0,0.0
1.0,8.0,-0.30000000000000004,-0.8,2.0,1.0,0.0
1.0,9.0,10.1,9.299999999999999,2.0,1.0,0.0
1.0,10.0,-0.1,9.2,0.0,1.0,1.0
2.0,1.0,-0.1,-0.1,3.0,1.0,0.0
2.0,2.0,-0.5,-0.6,2.0,1.0,0.0
2.0,3.0,-0.1,-0.7,0.0,1.0,0.0
2.0,4.0,-0.1,-0.7999999999999999,0.0,1.0,0.0
2.0,5.0,-10.1,-10.9,2.0,1.0,1.0
3.0,1.0,0.1,0.1,1.0,1.0,0.0
3.0,2.0,0.1,0.2,3.0,1.0,0.0
3.0,3.0,-0.5,-0.3,0.0,1.0,0.0
3.0,4.0,-0.5,-0.8,0.0,1.0,0.0
3.0,5.0,-0.1,-0.9,2.0,1.0,0.0
3.0,6.0,-0.5,-1.4,3.0,1.0,1.0
4.0,1.0,-0.1,-0.1,0.0,1.0,0.0
4.0,2.0,-10.1,-10.2,2.0,1.0,1.0
5.0,1.0,-0.1,-0.1,3.0,1.0,0.0
5.0,2.0,-0.30000000000000004,-0.4,1.0,1.0,0.0
5.0,3.0,10.1,9.7,2.0,1.0,0.0
5.0,4.0,-0.1,9.6,2.0,1.0,0.0
5.0,5.0,0.1,9.7,2.0,1.0,0.0
5.0,6.0,0.1,9.799999999999999,1.0,1.0,0.0
5.0,7.0,0.1,9.899999999999999,0.0,1.0,0.0
5.0,8.0,-0.1,9.799999999999999,3.0,1.0,0.0
5.0,9.0,0.1,9.899999999999999,3.0,1.0,0.0
5.0,10.0,-0.30000000000000004,9.599999999999998,1.0,1.0,1.0
6.0,1.0,-0.30000000000000004,-0.30000000000000004,0.0,1.0,0.0
6.0,2.0,-0.5,-0.8,3.0,1.0,0.0
6.0,3.0,-0.1,-0.9,0.0,1.0,0.0
6.0,4.0,-10.1,-11.0,3.0,1.0,1.0
7.0,1.0,-0.5,-0.5,1.0,1.0,0.0
7.0,2.0,-0.1,-0.6,3.0,1.0,0.0
